"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
almighty brushwagg|laughed at the brushwagg ~hunters' expression meaning "died unexpectedly"
alms|"helping people is mostly a matter of teaching them to help themselves." ~sisay, journal
alms beast|alms-coins are only redeemable at orzhov businesses.
alms collector|"there is no justice when some profit and others go without."
alpha authority|even the bitterest enemies of the burning-tree clan respect the strength of borborygmos's rule.
alpha brawl|being an alpha means proving it every full moon.
alpha guard|"whimsy overflow in sector g! the gremlins are rampaging and the beebles are on fire!"
alpha guard|"whimsy overflow in sector g! the gremlins are rampaging and the beetles are on fire!"
alpha kavu|kavu leaders instinctively protect their herds from harm.
alpha myr|first to charge, first to fight.
alpha status|the best leaders are made by their followers.
alpha tyrranax|hunger seized the tyrranax, and the sylvok's vision quest ended in disaster.
alpine grizzly|the temur welcome bears into the clan, fighting alongside them in battle. the relationship dates back to when they labored side by side under sultai rule.
alpine meadow|"here perished rognar the reckless after his hundred-day battle with the ironmaw dragon. we raised these stones to mark his resting place." ~iskene, kannah storyteller
alpine moon|"a rare and fascinating phenomenon." ~tamiyo
alpine watchdog|"on the eighth day, a blizzard hit. supplies were lost, and morale plummeted. on the ninth day, dover found us." ~*to the summit: a tale of survival*
alseid of life's bounty|"dawn-kissed, he nourishes the golden grain." ~psemilla, meletian poet
altar of dementia|"it is not that you will go mad. it is that you will beg for madness." ~volrath
altar of the brood|supplicants offer flesh and silver, flowers and blood. the altar takes what it will, eyes gleaming with unspoken promises.
altar of the goyf|"what dies grows the [illegible]" ~clawed-out statue inscription
altar's light|"the altar does nothing; the device is crushed under the weight of its own impurity." ~ushanti, leonin seer
altar's reap|"don't worry, your death will be as informative as possible." ~gorghul, augur of skulls
altar's reap|"i will secure my revenge on zendikar one soul at a time." ~ob nixilis
altar's reap|"the demons don't care if we mutter niceties and act out ceremonies. just kill him." ~bishop volpaig, servant of griselbrand
aluren|squee bounced up and down. "i sees a horsey, an' a piggy, an' a~" "if you don't shut up," hissed mirri, "you'll see a kidney and a spleeny."
always watching|"we pray to avacyn on high. on snow-white wings fearless you fly. keep safe our souls. keep safe our lives. may angels watch us from the skies." ~children's prayer
al~abara's carpet|al-abara simply laughed and lifted one finger, and the carpet carried her high out of our reach.
amaranthine wall|neither its appearance nor its temperature varies as the years pass, an eternal testament to the forces that shaped dominaria.
amareth, the lustrous|"come closer, dear, and let me see that bauble. i've got a match for it somewhere..."
amareth, the lustrous|"come closer, dear, and let me see that bauble. i've got a match for it somewhere…"
amass the components|"i knew i'd find a use for all that newt spittle!"
amateur auteur|and thus at maze's end the runners end their strife. our saving grace, that hooded kid, is now guildpact for life. ~*ravnica! the musical*
amateur auteur|elspeth, blessed by heliod, stepped up where the hydra trod. soon afterward, a lesson learned: attack the champion, get burned! ~*theros! the musical*
amateur auteur|so griselbrand was bound, his rage brought to a halt. 'til lili vess came 'round asking, "hey, what's in the vault?" ~*innistrad! the musical*
amateur auteur|the two eldrazi titans fell and set the ground a-rumbling! "how come no one ever listens?" old ugin flew off grumbling. ~*zendikar! the musical*
ambassador laquatus|"he smiles with poisoned lips." ~empress llawan
ambassador laquatus|"life is a game. the only thing that matters is whether you're a pawn or a player."
ambassador oak|treefolk and elves share a common interest in the forests, but really the elves just feel at home with the view from above.
ambition's cost|"conquering your first world is the hardest, after all. my power grew as i moved from world to world, taking anything that would make the next taking easier." ~ob nixilis
ambition's cost|"knowledge demands sacrifice."
ambition's cost|"of course it can be yours. anything is possible for the right price. speaking of which . . ."
ambition's cost|"when you give offense to heaven, to whom can you pray?" ~cao cao, quoting confucius
ambition's cost|the waters of wisdom are as dust in the mouth of one who thirsts for power.
ambitious aetherborn|aetherborn who are unwilling to accept the decomposition of their bodies invent ways to preserve and augment themselves.
ambitious assault|in the clangor and chaos of the akki attack, few even noticed the frogs on their heads.
ambitious dragonborn|the raging green dragon left destruction~and at least one admirer~in its wake.
ambuscade|"spent a lifetime learning from predators. picked up a few tricks."
ambush|"don't these goons have anything better to do?" ~joskun, an-havva constable
ambush krotiq|the abzan merchants soon discovered why this route was clear of dragons.
ambush party|"call it a cost of doing business. the best way to protect against thieves is to hire better thieves." ~eron the relentless
ambush party|"fair fight? i'll take survival over chivalry any day!" ~tor wauki, bandit king
ambush party|"the roads to koskun keep are mostly safe these days. mostly." ~joskun, an-havva constable
ambush viper|"living creatures seldom impress me. but i like this one." ~uta falkenrath
amethyst dragon|"at least it's a beautiful way to die." ~erinis, gloom stalker
amnesia|"when one has witnessed the unspeakable, 'tis sometimes better to forget." ~vervamon the elder
amok|crovax's rage was horrifying. within moments only blood and shreds of flesh remained of the shapeshifter.
amorphous axe|a weapon forged for every hand.
amped up|space can be a lawless place~far from the praying eyes of electrical inspectors.
amped up|space can be a lawless place~far from the prying eyes of electrical inspectors.
amphibious kavu|merfolk raided the shores untroubled for years . . . until the shores started fighting back.
amphin cutthroat|"the amphin have long built their society in secret. while surface dwellers squabbled over trivial borders, they patiently expanded, building their ammonite temple-caves. now amphin priests eye the shore, and amphin hunters gird for war." ~gor muldrak, *cryptohistories*
amphin pathmage|"there are those who do not believe in the existence of the amphin. this seems somehow to be of their own design." ~gor muldrak, *cryptohistories*
ampryn tactician|"it's all a game. you shouldn't get too attached to the pieces."
amrou kithkin|quick and agile, amrou kithkin can usually escape from even the most fearsome opponents.
amrou scout|the people of amrou were scattered by war and driven into hiding. scouts maintain the beacon fires that signal "return" and "home."
amrou seekers|the paradise of amrou haven had become a field of cinders. its people struggled to survive, hoping to see visions of its past in the strange storms that quickly passed.
